,POP_2015,community_space,health_wellbeing,ID_HDC_G0,lng,lat
433,92.494,2467,1080,7886.0,77.2699635738146,15.619208384992493
434,118.884,2382,995,7886.0,77.27098480549931,15.619208384992495
435,92.88,2769,405,7886.0,77.27302726886865,15.619208384992493
436,95.164,2809,388,7886.0,77.27404850055333,15.619208384992495
437,158.783,2922,275,7886.0,77.275069732238,15.619208384992497
438,238.706,3107,460,7886.0,77.2760909639227,15.619208384992495
439,241.308,3264,566,7886.0,77.27711219560737,15.619208384992497
440,98.509,3187,216,7886.0,77.27813342729206,15.619208384992495
441,192.876,3238,261,7886.0,77.27915465897674,15.619208384992495
442,219.588,3263,279,7886.0,77.28017589066143,15.619208384992495
443,188.947,3448,94,7886.0,77.2811971223461,15.619208384992497
444,169.51,3543,0,7886.0,77.28221835403079,15.619208384992493
445,200.63,3666,44,7886.0,77.28323958571545,15.619208384992499
446,212.684,3695,0,7886.0,77.28426081740012,15.619208384992493
447,169.351,4013,393,7886.0,77.28630328076952,15.619208384992493
448,191.018,4113,493,7886.0,77.28732451245419,15.619208384992497
449,61.601,2840,2789,7886.0,77.25445391966325,15.618387893565833
450,62.717,2744,2693,7886.0,77.25547514882074,15.618387893565838
451,74.984,2622,2572,7886.0,77.25649637797821,15.618387893565837
452,20.605,2618,2567,7886.0,77.25751760713568,15.618387893565835
453,86.559,2581,966,7886.0,77.26875112786797,15.618387893565837
454,98.334,2783,594,7886.0,77.26977235702545,15.618387893565835
455,84.232,2613,764,7886.0,77.27079358618295,15.618387893565837
456,12.692,2769,408,7886.0,77.2728360444979,15.618387893565835
457,97.553,2769,408,7886.0,77.2738572736554,15.618387893565837
458,98.669,2997,576,7886.0,77.27487850281285,15.618387893565833
459,145.082,3146,499,7886.0,77.27589973197036,15.618387893565838
460,157.668,3264,566,7886.0,77.27692096112783,15.618387893565833
461,195.85,3364,508,7886.0,77.2779421902853,15.618387893565837
462,215.552,3325,354,7886.0,77.27896341944277,15.618387893565833
463,170.201,3353,383,7886.0,77.27998464860026,15.618387893565835
464,195.319,3520,239,7886.0,77.28100587775775,15.618387893565838
465,149.012,3637,118,7886.0,77.28202710691524,15.618387893565833
466,152.357,3691,158,7886.0,77.28304833607271,15.618387893565833
467,250.283,3797,104,7886.0,77.28406956523018,15.618387893565833
468,89.269,3884,189,7886.0,77.28509079438766,15.618387893565838
469,101.855,4175,489,7886.0,77.28713325270265,15.618387893565833
470,138.285,4300,364,7886.0,77.2881544818601,15.618387893565833
471,137.701,4300,364,7886.0,77.28917571101759,15.618387893565833
472,148.321,3005,2955,7886.0,77.25324152551772,15.61756740339342
473,116.83,2914,2864,7886.0,77.25426275214815,15.617567403393421
474,152.782,2813,2763,7886.0,77.25528397877859,15.61756740339342
475,137.276,2799,2748,7886.0,77.25630520540902,15.617567403393421
476,104.723,2758,2708,7886.0,77.25732643203943,15.617567403393421
477,93.305,2832,2782,7886.0,77.25834765866986,15.617567403393421
478,49.825,2581,966,7886.0,77.26855992497418,15.617567403393421
479,102.627,2577,800,7886.0,77.26958115160463,15.617567403393421
480,100.136,2783,594,7886.0,77.27060237823503,15.61756740339342
481,160.111,2957,592,7886.0,77.27468728475678,15.617567403393421
482,85.817,2981,561,7886.0,77.2757085113872,15.617567403393421
483,197.178,3380,593,7886.0,77.27775096464808,15.61756740339342
484,207.002,3414,452,7886.0,77.27877219127849,15.61756740339342
485,212.631,3484,466,7886.0,77.27979341790892,15.61756740339342
486,276.145,3594,345,7886.0,77.28081464453935,15.61756740339342
487,225.005,3720,322,7886.0,77.28183587116979,15.617567403393421
488,166.643,3755,243,7886.0,77.28285709780022,15.617567403393421
489,175.086,3977,151,7886.0,77.28387832443065,15.617567403393421
490,196.275,3996,132,7886.0,77.28489955106109,15.61756740339342
491,166.43,4126,89,7886.0,77.28592077769152,15.61756740339342
492,175.139,4237,198,7886.0,77.28694200432194,15.61756740339342
493,169.829,4300,364,7886.0,77.28796323095236,15.61756740339342
494,203.019,4300,364,7886.0,77.2889844575828,15.617567403393421
495,0.637,3005,2955,7886.0,77.25305037189536,15.616746914475176
496,80.294,3019,2968,7886.0,77.25407159599888,15.61674691447518
497,192.664,2833,2783,7886.0,77.2550928201024,15.616746914475176
498,146.304,2870,2820,7886.0,77.25611404420593,15.616746914475176
499,161.863,2832,2782,7886.0,77.25713526830947,15.61674691447518
500,120.866,2832,2782,7886.0,77.258156492413,15.61674691447518
501,99.53,2643,734,7886.0,77.26938995755185,15.61674691447518
502,146.685,2773,857,7886.0,77.27041118165538,15.616746914475176
503,154.694,2773,857,7886.0,77.27143240575892,15.61674691447518
504,109.821,3298,668,7886.0,77.2775597503801,15.616746914475176
505,150.18,3421,545,7886.0,77.27858097448363,15.61674691447518
506,162.235,3507,442,7886.0,77.27960219858717,15.616746914475174
507,193.992,3608,431,7886.0,77.2806234226907,15.616746914475176
508,198.081,3766,350,7886.0,77.28164464679423,15.61674691447518
509,174.661,3766,350,7886.0,77.28266587089777,15.616746914475176
510,267.913,4128,0,7886.0,77.28470831910482,15.616746914475176
511,208.808,4171,43,7886.0,77.28572954320836,15.616746914475176
512,182.202,4282,154,7886.0,77.28675076731189,15.616746914475181
513,137.488,3019,2968,7886.0,77.2538804512152,15.615926426811038
514,215.393,3019,2968,7886.0,77.25490167279197,15.615926426811038
515,159.473,4194,100,7886.0,77.28553832009543,15.615926426811038
