,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
1541,23.807,2631,98,526,3597.0,26.724482564077352,-29.28589192557944
1542,2.023,2801,652,1025,3597.0,26.72774038921367,-29.28589192557944
1543,71.124,2970,588,1016,3597.0,26.728826330925777,-29.285891925579445
1544,80.747,3019,650,1078,3597.0,26.729912272637883,-29.285891925579442
1545,127.665,3135,765,1193,3597.0,26.730998214349988,-29.28589192557944
1546,108.187,3137,971,1311,3597.0,26.732084156062097,-29.285891925579445
1547,128.44,3155,990,1330,3597.0,26.7331700977742,-29.285891925579442
1548,95.304,3130,964,1304,3597.0,26.734256039486308,-29.28589192557944
1549,64.302,3308,1142,1482,3597.0,26.735341981198417,-29.285891925579445
1550,0.0,959,475,1284,3597.0,26.708331874795714,-29.286743927886594
1551,0.0,959,475,1284,3597.0,26.70941782213658,-29.286743927886594
1552,63.613,1247,275,993,3597.0,26.711589716818303,-29.286743927886597
1553,102.486,1347,376,892,3597.0,26.712675664159164,-29.28674392788659
1554,127.902,1518,547,862,3597.0,26.713761611500022,-29.286743927886597
1555,71.127,1582,610,658,3597.0,26.714847558840884,-29.286743927886594
1556,37.256,1719,532,521,3597.0,26.71593350618175,-29.286743927886594
1557,73.583,1779,483,472,3597.0,26.717019453522607,-29.286743927886597
1558,59.874,2006,263,252,3597.0,26.718105400863465,-29.286743927886597
1559,42.322,2328,270,258,3597.0,26.719191348204326,-29.286743927886594
1560,29.545,2328,270,258,3597.0,26.720277295545184,-29.286743927886597
1561,7.649,2559,204,454,3597.0,26.721363242886042,-29.286743927886597
1562,61.325,2559,204,454,3597.0,26.72244919022691,-29.28674392788659
1563,65.301,2695,165,590,3597.0,26.72353513756777,-29.286743927886597
1564,81.92,2720,187,615,3597.0,26.72462108490863,-29.286743927886597
1565,17.283,2810,277,705,3597.0,26.725707032249485,-29.28674392788659
1566,0.878,2918,536,964,3597.0,26.727878926931208,-29.286743927886594
1567,2.98,2944,562,990,3597.0,26.728964874272073,-29.286743927886594
1568,29.845,3086,717,1145,3597.0,26.730050821612938,-29.286743927886594
1569,104.699,3181,813,1241,3597.0,26.73113676895379,-29.286743927886594
1570,117.332,3282,915,1343,3597.0,26.732222716294647,-29.286743927886594
1571,103.312,3255,1049,1429,3597.0,26.733308663635516,-29.286743927886597
1572,101.186,3425,1260,1600,3597.0,26.734394610976373,-29.286743927886597
1573,67.77,3374,1208,1548,3597.0,26.735480558317235,-29.28674392788659
1574,73.082,1434,463,1178,3597.0,26.711728176146487,-29.28759593288343
1575,125.408,1536,565,1081,3597.0,26.712814129116346,-29.28759593288343
1576,186.375,1651,680,995,3597.0,26.713900082086205,-29.28759593288343
1577,62.848,1736,765,758,3597.0,26.714986035056068,-29.28759593288343
1578,62.39,1743,622,611,3597.0,26.716071988025927,-29.28759593288343
1579,21.127,1855,399,387,3597.0,26.71715794099579,-29.287595932883434
1580,59.989,1954,297,286,3597.0,26.71824389396565,-29.287595932883434
1581,100.994,2790,257,685,3597.0,26.72367365881496,-29.287595932883427
1582,104.935,2769,235,663,3597.0,26.72475961178482,-29.287595932883434
1583,94.186,2810,277,705,3597.0,26.72584556475467,-29.28759593288343
1584,11.731,3232,864,1292,3597.0,26.731275329603978,-29.287595932883434
1585,67.576,3329,984,1412,3597.0,26.732361282573834,-29.287595932883427
1586,107.323,3420,1075,1503,3597.0,26.733447235543707,-29.28759593288343
1587,104.06,3473,1250,1647,3597.0,26.734533188513563,-29.28759593288343
1588,0.556,3425,1260,1600,3597.0,26.73561914148342,-29.28759593288343
1589,0.0,1235,328,1561,3597.0,26.70860876571956,-29.288447940570084
1590,0.0,1327,237,1563,3597.0,26.709694724318663,-29.288447940570087
1591,44.213,1498,149,1340,3597.0,26.71078068291777,-29.288447940570087
1592,30.943,1431,215,1274,3597.0,26.71186664151687,-29.288447940570087
1593,28.061,1588,617,1037,3597.0,26.712952600115983,-29.288447940570084
1594,48.418,2209,740,1084,3597.0,26.71403855871509,-29.288447940570087
1595,50.607,2023,765,931,3597.0,26.71512451731419,-29.288447940570087
1596,57.23,1762,714,703,3597.0,26.716210475913297,-29.288447940570087
1597,42.002,1919,475,463,3597.0,26.717296434512402,-29.288447940570087
1598,106.148,3005,472,900,3597.0,26.72489814470615,-29.288447940570087
1599,94.82,3014,481,909,3597.0,26.72598410330525,-29.288447940570084
1600,1.474,3014,481,909,3597.0,26.727070061904364,-29.288447940570087
1601,12.202,3462,1094,1522,3597.0,26.731413896300786,-29.288447940570087
1602,87.268,3385,1017,1446,3597.0,26.732499854899892,-29.288447940570084
1603,88.488,3588,1221,1649,3597.0,26.733585813498998,-29.288447940570084
1604,49.628,3548,1213,1641,3597.0,26.7346717720981,-29.288447940570087
1605,0.0,1235,328,1561,3597.0,26.70874722024391,-29.289299950946653
1606,75.121,1373,190,1517,3597.0,26.709833184472508,-29.28929995094665
1607,103.164,1447,116,1443,3597.0,26.7109191487011,-29.28929995094665
1608,9.905,1498,149,1340,3597.0,26.712005112929702,-29.28929995094665
1609,24.246,2146,677,1021,3597.0,26.714177041386897,-29.28929995094665
1610,57.378,2246,778,1122,3597.0,26.71526300561549,-29.289299950946653
1611,41.854,1921,782,813,3597.0,26.71634896984409,-29.289299950946653
1612,48.064,2049,634,623,3597.0,26.717434934072692,-29.289299950946653
1613,46.904,2136,568,557,3597.0,26.71852089830129,-29.28929995094665
1614,60.042,2259,602,591,3597.0,26.719606862529886,-29.289299950946653
1615,77.482,3005,472,900,3597.0,26.72503668367287,-29.289299950946653
1616,22.772,3002,469,897,3597.0,26.72612264790147,-29.28929995094665
1617,1.27,3014,481,909,3597.0,26.72720861213007,-29.28929995094665
1618,0.157,3562,1186,1614,3597.0,26.730466504815865,-29.28929995094665
1619,62.591,3548,1176,1604,3597.0,26.731552469044463,-29.289299950946653
1620,96.751,3672,1305,1733,3597.0,26.73263843327306,-29.28929995094665
1621,74.421,3652,1285,1713,3597.0,26.733724397501653,-29.289299950946653
1622,0.292,3588,1221,1649,3597.0,26.734810361730254,-29.289299950946653
1623,29.16,1372,383,1539,3597.0,26.708885680810198,-29.290151964013234
1624,86.047,1484,271,1427,3597.0,26.70997165066854,-29.29015196401323
1625,58.004,1516,47,1422,3597.0,26.711057620526873,-29.290151964013234
1626,65.078,1564,0,1422,3597.0,26.712143590385207,-29.290151964013237
1627,16.765,2007,539,883,3597.0,26.714315530101874,-29.290151964013234
1628,39.518,2007,598,883,3597.0,26.71540149996021,-29.290151964013237
1629,19.045,1987,685,737,3597.0,26.71648746981854,-29.290151964013234
1630,90.118,2120,685,674,3597.0,26.717573439676876,-29.29015196401323
1631,32.028,2259,602,591,3597.0,26.71865940953521,-29.290151964013234
1632,63.902,2431,774,763,3597.0,26.719745379393544,-29.290151964013234
1633,54.323,2460,803,792,3597.0,26.72083134925188,-29.290151964013237
1634,50.28,3725,1353,1781,3597.0,26.732777017693564,-29.29015196401323
1635,0.386,3671,1304,1732,3597.0,26.733862987551905,-29.290151964013237
1636,0.0,1484,271,1427,3597.0,26.70902414741866,-29.29100397976993
1637,37.657,1509,246,1402,3597.0,26.710110122906976,-29.291003979769936
1638,51.597,1601,133,1289,3597.0,26.711196098395302,-29.291003979769933
1639,0.702,2007,539,883,3597.0,26.714454024860252,-29.291003979769933
1640,0.643,2007,539,883,3597.0,26.715540000348568,-29.291003979769933
1641,49.299,2353,696,684,3597.0,26.71879792681352,-29.29100397976993
1642,38.918,2353,696,684,3597.0,26.719883902301834,-29.291003979769936
1643,58.53,5000,5000,5000,3597.0,26.723141828766792,-29.291003979769933
1644,70.01,5000,5000,5000,3597.0,26.72422780425511,-29.29100397976993
1645,62.798,3277,744,1172,3597.0,26.72639975523174,-29.291003979769933
1646,47.814,3277,744,1172,3597.0,26.727485730720055,-29.291003979769933
1647,0.0,3777,1401,1829,3597.0,26.732915608161647,-29.29100397976994
1648,0.0,3777,1401,1829,3597.0,26.734001583649963,-29.29100397976993
1649,74.322,5000,5000,5000,3597.0,26.723280374610635,-29.291855998216874
1650,127.554,5000,5000,5000,3597.0,26.724366355729178,-29.291855998216874
1651,87.077,3159,895,1323,3597.0,26.727624299084816,-29.291855998216874
1652,59.368,3159,895,1323,3597.0,26.72776287349641,-29.292708019354166
