,POP_2015,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
387,50.965,512,1786,630,4252.0,30.701320570784098,3.1236501949536333
388,41.488,791,1647,351,4252.0,30.702319263774708,3.1236501949536337
389,49.85,863,1623,280,4252.0,30.70331795676531,3.123650194953634
390,46.583,902,1679,177,4252.0,30.704316649755924,3.123650194953633
391,45.87,837,1786,69,4252.0,30.705315342746534,3.1236501949536337
392,46.311,767,1836,0,4252.0,30.70631403573714,3.123650194953634
393,40.879,666,1956,438,4252.0,30.708311421718356,3.123650194953634
394,38.415,599,2021,492,4252.0,30.709310114708963,3.1236501949536337
395,47.348,496,2120,389,4252.0,30.710308807699576,3.123650194953634
396,44.444,353,2249,245,4252.0,30.71130750069019,3.123650194953634
397,35.731,251,2350,143,4252.0,30.71230619368079,3.1236501949536333
398,48.489,288,2315,179,4252.0,30.713304886671402,3.1236501949536337
